pregunta,respuesta,texts
¿Cómo puedo saber el estado de mi solicitud en el sistema SSOFI si me aparece pendiente por agendar?,"Si tienes una solicitud pendiente en el sistema SSOFI, te recomendamos revisar el correo electrónico de la Universidad de Antioquia para obtener información adicional sobre el estado de tu solicitud. Si necesitas más ayuda, puedes escribir a asuntosestudiantilesingenieria@udea.edu.co.

Pregunta: ¿Cómo puedo solicitar un curso adicional si no encuentro un tipo de solicitud adecuada en el sistema SSOFI?","Pregunta: ¿Cómo puedo saber el estado de mi solicitud en el sistema SSOFI si me aparece pendiente por agendar?
Respuesta: Si tienes una solicitud pendiente en el sistema SSOFI, te recomendamos revisar el correo electrónico de la Universidad de Antioquia para obtener información adicional sobre el estado de tu solicitud. Si necesitas más ayuda, puedes escribir a asuntosestudiantilesingenieria@udea.edu.co.

Pregunta: ¿Cómo puedo solicitar un curso adicional si no encuentro un tipo de solicitud adecuada en el sistema SSOFI?"
"¿Qué sucede si matriculo una materia en modalidad intensivo que es correquisito de otra, y si esto me traerá problemas en mi siguiente semestre?","Si matriculaste una materia en modalidad intensivo que es correquisito de otra, debes acercarte a Vicedecanatura para cancelar la materia y diligenciar el formato de ajuste.

Pregunta: Ninguna","Pregunta: ¿Qué sucede si matriculo una materia en modalidad intensivo que es correquisito de otra, y si esto me traerá problemas en mi siguiente semestre?
Respuesta: Si matriculaste una materia en modalidad intensivo que es correquisito de otra, debes acercarte a Vicedecanatura para cancelar la materia y diligenciar el formato de ajuste.

Pregunta: Ninguna"
¿Se tienen establecidas garantías para cancelar cursos y semestres en el semestre 2020/1?,"Sí, los estudiantes pueden solicitar la cancelación de cursos hasta el 100% evaluado, independientemente de la situación académica y del resultado evaluativo.

Pregunta: ¿Puedo quedar con menos de 8 créditos matriculados en el semestre académico 2020/1 o el semestre académico 2020/2?","Pregunta: ¿Se tienen establecidas garantías para cancelar cursos y semestres en el semestre 2020/1?
Respuesta: Sí, los estudiantes pueden solicitar la cancelación de cursos hasta el 100% evaluado, independientemente de la situación académica y del resultado evaluativo.

Pregunta: ¿Puedo quedar con menos de 8 créditos matriculados en el semestre académico 2020/1 o el semestre académico 2020/2?"
¿Puedo estar matriculado con menos de ocho créditos en el semestre y no generar algún inconveniente para el día de la matrícula?,"La matrícula con menos de ocho créditos es posible, por lo que no debería generar ningún inconveniente para el día de la matrícula.","Pregunta: ¿Puedo estar matriculado con menos de ocho créditos en el semestre y no generar algún inconveniente para el día de la matrícula?
Respuesta: La matrícula con menos de ocho créditos es posible, por lo que no debería generar ningún inconveniente para el día de la matrícula."
¿Cómo puedo cambiar de grupo de una materia?,"Para realizar la solicitud de cambio de grupo, puedes escribir a asuntosestudiantilesingenieria@udea.edu.co.","Pregunta: ¿Cómo puedo cambiar de grupo de una materia?
Respuesta: Para realizar la solicitud de cambio de grupo, puedes escribir a asuntosestudiantilesingenieria@udea.edu.co."
¿Se abrirán más cupos para el intensivo de física mecánica?,La información sobre la disponibilidad de cupos para los intensivos de física mecánica se puede obtener contactando con la oficina de Asuntos Estudiantiles de la Facultad de Ingeniería.,"Pregunta: ¿Se abrirán más cupos para el intensivo de física mecánica?
Respuesta: La información sobre la disponibilidad de cupos para los intensivos de física mecánica se puede obtener contactando con la oficina de Asuntos Estudiantiles de la Facultad de Ingeniería."
¿Puedo inscribirme para el reingreso extemporáneo si ya pasaron las fechas de inscripción?,"Si su interés es realizar una solicitud de reingreso extemporáneo, deberá redactar una carta explicando la razón de la extemporaneidad y consignar sus datos personales. Además, deberá generar una solicitud en el Sistema de Solicitudes de la Facultad de Ingeniería -SSOFI- y anexar la carta.

Pregunta: ¿A qué documentos se refiere la solicitud de anexar documentos en el SSOFI?","Pregunta: ¿Puedo inscribirme para el reingreso extemporáneo si ya pasaron las fechas de inscripción?
Respuesta: Si su interés es realizar una solicitud de reingreso extemporáneo, deberá redactar una carta explicando la razón de la extemporaneidad y consignar sus datos personales. Además, deberá generar una solicitud en el Sistema de Solicitudes de la Facultad de Ingeniería -SSOFI- y anexar la carta.

Pregunta: ¿A qué documentos se refiere la solicitud de anexar documentos en el SSOFI?"
¿Cómo sería el trámite para el reingreso?,"Para obtener información sobre el proceso de reingreso, te recomendamos revisar la guía de admisiones y registros publicada en la página oficial o llamar a la línea de admisiones de la Facultad de Ingeniería de la Universidad de Antioquia.","Pregunta: ¿Cómo sería el trámite para el reingreso?
Respuesta: Para obtener información sobre el proceso de reingreso, te recomendamos revisar la guía de admisiones y registros publicada en la página oficial o llamar a la línea de admisiones de la Facultad de Ingeniería de la Universidad de Antioquia."
¿Cuándo puedo esperar una respuesta a una solicitud de cambio de curso y qué debo hacer si la solicitud es negada?,"Si solicitaste un cambio de curso, verifique en su constancia de matrícula si la solicitud aún no ha sido resuelta. Si aún no ha sido atendida, por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para obtener más información. En caso de que la solicitud sea negada, no hay información específica sobre cuándo se puede cancelar la materia.","Pregunta: ¿Cuándo puedo esperar una respuesta a una solicitud de cambio de curso y qué debo hacer si la solicitud es negada?
Respuesta: Si solicitaste un cambio de curso, verifique en su constancia de matrícula si la solicitud aún no ha sido resuelta. Si aún no ha sido atendida, por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para obtener más información. En caso de que la solicitud sea negada, no hay información específica sobre cuándo se puede cancelar la materia."
¿Por qué no puedo ingresar a mi correo electrónico y cuenta de la universidad?,"La Universidad suspendió todas las cuentas de los estudiantes que no tienen vínculo actual con la universidad como estudiante activo, por lo cual luego de que realice su matrícula, este será habilitado nuevamente.","Pregunta: ¿Por qué no puedo ingresar a mi correo electrónico y cuenta de la universidad?
Respuesta: La Universidad suspendió todas las cuentas de los estudiantes que no tienen vínculo actual con la universidad como estudiante activo, por lo cual luego de que realice su matrícula, este será habilitado nuevamente."
No detectada,No detectada,"Pregunta: No detectada
Respuesta: No detectada"
¿Es posible cambiar la inscripción de reingreso extemporáneo a reingreso extemporáneo con cambio de modalidad en la Universidad de Antioquia?,"Los reingresos con cambio de modalidad deben realizarse en el calendario regular de admisión, pero si se acreditan los requisitos para el cambio de modalidad y se presenta una justificación para la extemporaneidad, se puede adelantar la solicitud ante la unidad académica (Facultad de Ingeniería) para su conceptuación y posterior estudio.","Pregunta: ¿Es posible cambiar la inscripción de reingreso extemporáneo a reingreso extemporáneo con cambio de modalidad en la Universidad de Antioquia?
Respuesta: Los reingresos con cambio de modalidad deben realizarse en el calendario regular de admisión, pero si se acreditan los requisitos para el cambio de modalidad y se presenta una justificación para la extemporaneidad, se puede adelantar la solicitud ante la unidad académica (Facultad de Ingeniería) para su conceptuación y posterior estudio."
¿Cuáles son los documentos necesarios para reingresar a la universidad a través del Sistema de Solicitudes Facultad de Ingeniería (SSOFI) para el estudio de mi caso?,"Por favor, revise el Reglamento Estudiantil de Pregrado y las instrucciones proporcionadas en el correo electrónico ""Solicitudes de Reingreso Extemporáneo"" para obtener la información sobre los documentos necesarios.

Pregunta: Ninguna","Pregunta: ¿Cuáles son los documentos necesarios para reingresar a la universidad a través del Sistema de Solicitudes Facultad de Ingeniería (SSOFI) para el estudio de mi caso?
Respuesta: Por favor, revise el Reglamento Estudiantil de Pregrado y las instrucciones proporcionadas en el correo electrónico ""Solicitudes de Reingreso Extemporáneo"" para obtener la información sobre los documentos necesarios.

Pregunta: Ninguna"
¿Cómo puedo solicitar un segundo calificador para un examen si estoy insatisfecho con la calificación?,"Para solicitar un segundo calificador, debes escribir a la señora [NO DISPONIBLE], Secretaria de la Vicedecanatura de la Facultad de Ingeniería, correo electrónico [NO DISPONIBLE], para recibir la asesoría pertinente.","Pregunta: ¿Cómo puedo solicitar un segundo calificador para un examen si estoy insatisfecho con la calificación?
Respuesta: Para solicitar un segundo calificador, debes escribir a la señora [NO DISPONIBLE], Secretaria de la Vicedecanatura de la Facultad de Ingeniería, correo electrónico [NO DISPONIBLE], para recibir la asesoría pertinente."
¿Cómo puedo obtener la validación de inglés como última materia para graduarme en la próxima ceremonia de grados?,"Puedes ingresar al portal de la Universidad de Antioquia para verificar el estado de tu trámite. Si tienes problemas para acceder, puedes contactar con el Vicedecanato para obtener más información sobre el procedimiento. El instructivo está disponible en ingeniería.udea.edu.co.","Pregunta: ¿Cómo puedo obtener la validación de inglés como última materia para graduarme en la próxima ceremonia de grados?
Respuesta: Puedes ingresar al portal de la Universidad de Antioquia para verificar el estado de tu trámite. Si tienes problemas para acceder, puedes contactar con el Vicedecanato para obtener más información sobre el procedimiento. El instructivo está disponible en ingeniería.udea.edu.co."
¿Por qué no puedo matricularme si me aparece el mensaje de que supero el tope de créditos a matricular?,"Es posible que hayas alcanzado el límite de créditos que se pueden matricular en un semestre. Por favor, escribe a asuntosestudiantilesingenieria@udea.edu.co para verificar tus créditos y obtener asistencia.

Pregunta: Ninguna","Pregunta: ¿Por qué no puedo matricularme si me aparece el mensaje de que supero el tope de créditos a matricular?
Respuesta: Es posible que hayas alcanzado el límite de créditos que se pueden matricular en un semestre. Por favor, escribe a asuntosestudiantilesingenieria@udea.edu.co para verificar tus créditos y obtener asistencia.

Pregunta: Ninguna"
¿Por qué la plataforma SSOFI no funciona correctamente y qué puedo hacer al respecto?,"La consulta sobre el comportamiento del sistema SSOFI debe dirigirse al Departamento de Recursos de Apoyo e Informática de la Facultad de Ingeniería -DRAI-.

Pregunta: ¿Por qué no puedo matricular más de 13 créditos en materias obligatorias debido a horarios conflictivos?","Pregunta: ¿Por qué la plataforma SSOFI no funciona correctamente y qué puedo hacer al respecto?
Respuesta: La consulta sobre el comportamiento del sistema SSOFI debe dirigirse al Departamento de Recursos de Apoyo e Informática de la Facultad de Ingeniería -DRAI-.

Pregunta: ¿Por qué no puedo matricular más de 13 créditos en materias obligatorias debido a horarios conflictivos?"
¿Cómo puedo cambiar mi pensum en la Universidad de Antioquia?,"Para cambiar tu pensum, debes generar una solicitud dirigida al Comité de Asuntos Estudiantiles de pregrados Presenciales del Consejo de Facultad. Debes entregar los documentos necesarios, incluyendo carta de justificación firmada y carta del Comité de Carrera, según las políticas de la institución.

Pregunta: ¿Cómo obtengo la carta del Comité de Carrera en donde se especifican las razones por las cuales se avala o no el cambio de versión?","Pregunta: ¿Cómo puedo cambiar mi pensum en la Universidad de Antioquia?
Respuesta: Para cambiar tu pensum, debes generar una solicitud dirigida al Comité de Asuntos Estudiantiles de pregrados Presenciales del Consejo de Facultad. Debes entregar los documentos necesarios, incluyendo carta de justificación firmada y carta del Comité de Carrera, según las políticas de la institución.

Pregunta: ¿Cómo obtengo la carta del Comité de Carrera en donde se especifican las razones por las cuales se avala o no el cambio de versión?"
¿Cuál es el procedimiento para realizar el papeleo correspondiente para menos de 8 créditos o si debo hacer algo para poder tener una materia en la práctica profesional?,"No debes realizar ningún trámite, ya que el Reglamento Estudiantil establece que no se puede estar matriculado en menos de ocho ULAS-semana, salvo en casos específicos. Verifica que no tengas problemas con los bancos de electivas y adelanta el trámite de registro de la práctica profesional en su Departamento.

Pregunta: Ninguna","Pregunta: ¿Cuál es el procedimiento para realizar el papeleo correspondiente para menos de 8 créditos o si debo hacer algo para poder tener una materia en la práctica profesional?
Respuesta: No debes realizar ningún trámite, ya que el Reglamento Estudiantil establece que no se puede estar matriculado en menos de ocho ULAS-semana, salvo en casos específicos. Verifica que no tengas problemas con los bancos de electivas y adelanta el trámite de registro de la práctica profesional en su Departamento.

Pregunta: Ninguna"
¿Cuándo se hace efectiva la matrícula de la práctica profesional?,"La matrícula de la práctica profesional se hace efectiva después de que la solicitud es agendada en el SSOFI en la dependencia del Comité de Carrera - Ingeniería Eléctrica.

Pregunta: ¿Cómo puedo verificar mi constancia de matrícula para la práctica profesional?","Pregunta: ¿Cuándo se hace efectiva la matrícula de la práctica profesional?
Respuesta: La matrícula de la práctica profesional se hace efectiva después de que la solicitud es agendada en el SSOFI en la dependencia del Comité de Carrera - Ingeniería Eléctrica.

Pregunta: ¿Cómo puedo verificar mi constancia de matrícula para la práctica profesional?"
¿Cómo puedo solicitar un cambio de modalidad en mi carrera de ingeniería en la Facultad de Ingeniería de la Universidad de Antioquia?,Debe consultar como realizar dicho trámite en Admisiones y Registro o en la dependencia académica del programa al que desea solicitar el cambio. La información de las dependencias la encuentra en la página de la facultad en el siguiente enlace: http://portal.udea.edu.co/wps/portal/udea/web/inicio/institucional/unidades-academicas/facultades/ingenieria/programas-academicos/programas-pregrado.,"Pregunta: ¿Cómo puedo solicitar un cambio de modalidad en mi carrera de ingeniería en la Facultad de Ingeniería de la Universidad de Antioquia?
Respuesta: Debe consultar como realizar dicho trámite en Admisiones y Registro o en la dependencia académica del programa al que desea solicitar el cambio. La información de las dependencias la encuentra en la página de la facultad en el siguiente enlace: http://portal.udea.edu.co/wps/portal/udea/web/inicio/institucional/unidades-academicas/facultades/ingenieria/programas-academicos/programas-pregrado."
Qué plazo máximo tendría para enviar una solicitud de menos de 8 créditos para el próximo semestre.,"El plazo máximo para enviar una solicitud de menos de 8 créditos para el próximo semestre es el mismo que para los estudiantes de programas presenciales, virtuales y regionalizados, que es el 4 de diciembre.

Pregunta: Cómo sería lo de la matrícula, pago normalmente la factura y me matriculo normalmente o tengo que esperar hasta enero del otro año que me aprueben la solicitud.","Pregunta: Qué plazo máximo tendría para enviar una solicitud de menos de 8 créditos para el próximo semestre.
Respuesta: El plazo máximo para enviar una solicitud de menos de 8 créditos para el próximo semestre es el mismo que para los estudiantes de programas presenciales, virtuales y regionalizados, que es el 4 de diciembre.

Pregunta: Cómo sería lo de la matrícula, pago normalmente la factura y me matriculo normalmente o tengo que esperar hasta enero del otro año que me aprueben la solicitud."
¿Qué sucede si una materia no se muestra como cursada en el historial de un estudiante a pesar de que se haya registrado en un semestre anterior?,"Puede que la materia no se haya reportado en el calendario establecido, por lo que se debe solicitar un reporte extemporáneo de nota a la dependencia correspondiente, y luego se remitirá a este Comité de Asuntos Estudiantiles del Consejo Académico para su análisis y decisión final. Por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para revisar tu caso específico.","Pregunta: ¿Qué sucede si una materia no se muestra como cursada en el historial de un estudiante a pesar de que se haya registrado en un semestre anterior?
Respuesta: Puede que la materia no se haya reportado en el calendario establecido, por lo que se debe solicitar un reporte extemporáneo de nota a la dependencia correspondiente, y luego se remitirá a este Comité de Asuntos Estudiantiles del Consejo Académico para su análisis y decisión final. Por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para revisar tu caso específico."
Me gustaría cambiar de curso debido a circunstancias económicas y no tengo la posibilidad de viajar a Medellín.,"Por favor, escribe a asuntosestudiantilesingenieria@udea.edu.co para solicitar el cambio de curso, asegúrate de hacerlo durante la época de ajustes a la matrícula.","Pregunta: Me gustaría cambiar de curso debido a circunstancias económicas y no tengo la posibilidad de viajar a Medellín.
Respuesta: Por favor, escribe a asuntosestudiantilesingenieria@udea.edu.co para solicitar el cambio de curso, asegúrate de hacerlo durante la época de ajustes a la matrícula."
¿Cómo puedo verificar el estado de mi caso en la oficina de Asuntos Estudiantiles de la Facultad de Ingeniería de la Universidad de Antioquia?,Por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para revisar tu caso específico.,"Pregunta: ¿Cómo puedo verificar el estado de mi caso en la oficina de Asuntos Estudiantiles de la Facultad de Ingeniería de la Universidad de Antioquia?
Respuesta: Por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para revisar tu caso específico."
¿Cómo puedo cancelar una materia si al hacerlo quedó con menos de ocho créditos?,"Para cancelar una materia y mantener al menos ocho créditos, debes verificar si tu plan de estudios permite matricular menos de ocho créditos y, en caso afirmativo, presentar una solicitud al Comité de Asuntos Estudiantiles de Pregrado del Consejo de Facultad.

Pregunta: ¿Cómo puedo realizar una solicitud al Comité de Asuntos Estudiantiles de Pregrado del Consejo de Facultad?","Pregunta: ¿Cómo puedo cancelar una materia si al hacerlo quedó con menos de ocho créditos?
Respuesta: Para cancelar una materia y mantener al menos ocho créditos, debes verificar si tu plan de estudios permite matricular menos de ocho créditos y, en caso afirmativo, presentar una solicitud al Comité de Asuntos Estudiantiles de Pregrado del Consejo de Facultad.

Pregunta: ¿Cómo puedo realizar una solicitud al Comité de Asuntos Estudiantiles de Pregrado del Consejo de Facultad?"
¿Cómo puedo saber si mi pago para reingreso de pregrado se ha procesado correctamente?,"Por favor, revise su estado de pago en el sistema de la Universidad de Antioquia. Si presenta dudas o inquietudes, se debe comunicar con los encargados de reingreso del Departamento de Admisiones y Registro al correo [NO DISPONIBLE] o llamar al [NO DISPONIBLE].","Pregunta: ¿Cómo puedo saber si mi pago para reingreso de pregrado se ha procesado correctamente?
Respuesta: Por favor, revise su estado de pago en el sistema de la Universidad de Antioquia. Si presenta dudas o inquietudes, se debe comunicar con los encargados de reingreso del Departamento de Admisiones y Registro al correo [NO DISPONIBLE] o llamar al [NO DISPONIBLE]."
¿Se van a realizar los exámenes finales este fin de semana?,"Los exámenes finales no se van a realizar. Por favor, comuníquese directamente con su profesor para obtener la información actualizada sobre la situación.

Pregunta: ¿Qué pasará con los exámenes finales debido al paro estudiantil?","Pregunta: ¿Se van a realizar los exámenes finales este fin de semana?
Respuesta: Los exámenes finales no se van a realizar. Por favor, comuníquese directamente con su profesor para obtener la información actualizada sobre la situación.

Pregunta: ¿Qué pasará con los exámenes finales debido al paro estudiantil?"
¿Cómo puedo iniciar el proceso de matrícula para la doble titulación?,"Debes consultar el Reglamento Estudiantil de Pregrado y generar un caso en el SSOFI para hacer el trámite correspondiente a cada tipo de solicitud.

Pregunta: ¿Cuál es el procedimiento para iniciar el proceso de reingreso y continuar la doble titulación?","Pregunta: ¿Cómo puedo iniciar el proceso de matrícula para la doble titulación?
Respuesta: Debes consultar el Reglamento Estudiantil de Pregrado y generar un caso en el SSOFI para hacer el trámite correspondiente a cada tipo de solicitud.

Pregunta: ¿Cuál es el procedimiento para iniciar el proceso de reingreso y continuar la doble titulación?"
No detectada,No detectada,"Pregunta: No detectada
Respuesta: No detectada"
¿Qué debo hacer si tengo inconvenientes con la liquidación de matrícula y no puedo pagar en el portal?,"Si tienes inconvenientes con la liquidación de matrícula, se recomienda comunicarte con el Área de Cartera para que verifiquen si debes o no pagar la liquidación de matrícula.","Pregunta: ¿Qué debo hacer si tengo inconvenientes con la liquidación de matrícula y no puedo pagar en el portal?
Respuesta: Si tienes inconvenientes con la liquidación de matrícula, se recomienda comunicarte con el Área de Cartera para que verifiquen si debes o no pagar la liquidación de matrícula."
"Al intentar ver los horarios disponibles en mi oferta de materias, no me deja ver los horarios disponibles, solo me deja ver los horarios en materias como física e inglés. ¿Qué puedo hacer?","Por favor, contacta con la oficina de Asuntos Estudiantiles para que puedan ayudarte a resolver este problema. Es posible que haya alguna configuración o error en el sistema que esté causando el problema.

Pregunta: Ninguna","Pregunta: Al intentar ver los horarios disponibles en mi oferta de materias, no me deja ver los horarios disponibles, solo me deja ver los horarios en materias como física e inglés. ¿Qué puedo hacer?
Respuesta: Por favor, contacta con la oficina de Asuntos Estudiantiles para que puedan ayudarte a resolver este problema. Es posible que haya alguna configuración o error en el sistema que esté causando el problema.

Pregunta: Ninguna"
"Se pregunta si los intensivos virtuales, como el de física mecánica, son completamente virtuales, incluyendo los parciales.","Los intensivos virtuales de la Facultad de Ingeniería de la Universidad de Antioquia pueden tener diferentes formatos, por lo que es importante verificar con la respectiva secretaría académica para obtener información precisa sobre los detalles de cada intensivo, incluyendo los parciales.","Pregunta: Se pregunta si los intensivos virtuales, como el de física mecánica, son completamente virtuales, incluyendo los parciales.
Respuesta: Los intensivos virtuales de la Facultad de Ingeniería de la Universidad de Antioquia pueden tener diferentes formatos, por lo que es importante verificar con la respectiva secretaría académica para obtener información precisa sobre los detalles de cada intensivo, incluyendo los parciales."
¿Qué documentos necesito entregar para cancelar un semestre en la Facultad de Ingeniería de la Universidad de Antioquia?,"Por favor, asegúrate de haber llenado la encuesta y realizado el proceso de cancelación en PAYSA. Revisa el correo electrónico que te enviaron para obtener más información sobre los documentos necesarios y el proceso a seguir.

Pregunta: ¿Qué más me falta para cancelar un semestre?","Pregunta: ¿Qué documentos necesito entregar para cancelar un semestre en la Facultad de Ingeniería de la Universidad de Antioquia?
Respuesta: Por favor, asegúrate de haber llenado la encuesta y realizado el proceso de cancelación en PAYSA. Revisa el correo electrónico que te enviaron para obtener más información sobre los documentos necesarios y el proceso a seguir.

Pregunta: ¿Qué más me falta para cancelar un semestre?"
¿Por qué la oferta de materias aparece en diferentes horarios según la matrícula del estudiante?,"La oferta de materias puede variar según el horario de matrícula del estudiante, pero no se ha proporcionado información clara al respecto. Por favor, escribe a asuntosestudiantilesingenieria@udea.edu.co para obtener más información.

Pregunta: ¿Dónde puedo encontrar la información sobre la oferta de materias para los estudiantes de programas virtuales y regionalizados?","Pregunta: ¿Por qué la oferta de materias aparece en diferentes horarios según la matrícula del estudiante?
Respuesta: La oferta de materias puede variar según el horario de matrícula del estudiante, pero no se ha proporcionado información clara al respecto. Por favor, escribe a asuntosestudiantilesingenieria@udea.edu.co para obtener más información.

Pregunta: ¿Dónde puedo encontrar la información sobre la oferta de materias para los estudiantes de programas virtuales y regionalizados?"
¿Cómo puedo cancelar mi semestre académico debido a una calamidad doméstica?,"Puedes encontrar la información necesaria para cancelar tu semestre académico en el enlace bit.ly/caepreing, ingresando a la carpeta perteneciente a la modalidad de tu programa académico y posteriormente a la carpeta instructivos.","Pregunta: ¿Cómo puedo cancelar mi semestre académico debido a una calamidad doméstica?
Respuesta: Puedes encontrar la información necesaria para cancelar tu semestre académico en el enlace bit.ly/caepreing, ingresando a la carpeta perteneciente a la modalidad de tu programa académico y posteriormente a la carpeta instructivos."
¿Cómo puedo hacer la solicitud para un proceso académico?,"Puedes hacer la solicitud al Jefe de Programa o Coordinador de su programa académico, al correo electrónico proporcionado por la Facultad.","Pregunta: ¿Cómo puedo hacer la solicitud para un proceso académico?
Respuesta: Puedes hacer la solicitud al Jefe de Programa o Coordinador de su programa académico, al correo electrónico proporcionado por la Facultad."
"Quiero cancelar una materia, ¿cómo puedo hacerlo?","Puedes cancelar una materia ingresando al portal universitario en la sección estudiantes / semestre académico / cancelaciones y realizando tu solicitud.

Pregunta: Ninguna","Pregunta: Quiero cancelar una materia, ¿cómo puedo hacerlo?
Respuesta: Puedes cancelar una materia ingresando al portal universitario en la sección estudiantes / semestre académico / cancelaciones y realizando tu solicitud.

Pregunta: Ninguna"
¿Cómo puedo verificar la disponibilidad en un curso intensivo de inglés si no pude realizar la preinscripción adecuadamente?,"Por favor, comuníquese con la oficina de Asuntos Estudiantiles para verificar la disponibilidad y obtener asistencia adicional.","Pregunta: ¿Cómo puedo verificar la disponibilidad en un curso intensivo de inglés si no pude realizar la preinscripción adecuadamente?
Respuesta: Por favor, comuníquese con la oficina de Asuntos Estudiantiles para verificar la disponibilidad y obtener asistencia adicional."
¿Cómo puedo devolver un libro prestado del CENDOI si no puedo hacerlo en la biblioteca?,"Puedes comunicarte con el CENDOI para preguntar sobre los días y horarios en que puedes devolver el libro. También puedes visitar su oficina en la Ciudad Universitaria, bloque 20, oficina 146.","Pregunta: ¿Cómo puedo devolver un libro prestado del CENDOI si no puedo hacerlo en la biblioteca?
Respuesta: Puedes comunicarte con el CENDOI para preguntar sobre los días y horarios en que puedes devolver el libro. También puedes visitar su oficina en la Ciudad Universitaria, bloque 20, oficina 146."
¿Cómo afecta el punto siete del correo con la información de los cursos intensivos a los estudiantes que necesitan acreditar promedio?,"Los estudiantes que necesitan acreditar promedio pueden ser afectados por el punto siete mencionado en el correo. Por favor, escribe a asuntosestudiantilesingenieria@udea.edu.co para obtener más información sobre esta política y cómo puede afectar a su situación específica.","Pregunta: ¿Cómo afecta el punto siete del correo con la información de los cursos intensivos a los estudiantes que necesitan acreditar promedio?
Respuesta: Los estudiantes que necesitan acreditar promedio pueden ser afectados por el punto siete mencionado en el correo. Por favor, escribe a asuntosestudiantilesingenieria@udea.edu.co para obtener más información sobre esta política y cómo puede afectar a su situación específica."
¿Cómo puedo cancelar semestre y qué debo hacer si mi solicitud se encuentra en estado pendiente?,"Si deseas cancelar semestre, te recomendamos comunicarte directamente con la oficina de Asuntos Estudiantiles para obtener asesoramiento específico. También es posible que debas verificar si tienes algún adeudo pendiente para que la solicitud pueda seguir su proceso. Por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para obtener más información.","Pregunta: ¿Cómo puedo cancelar semestre y qué debo hacer si mi solicitud se encuentra en estado pendiente?
Respuesta: Si deseas cancelar semestre, te recomendamos comunicarte directamente con la oficina de Asuntos Estudiantiles para obtener asesoramiento específico. También es posible que debas verificar si tienes algún adeudo pendiente para que la solicitud pueda seguir su proceso. Por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para obtener más información."
¿Qué debo hacer si me doy cuenta de que estoy matriculado en un curso de manera incorrecta?,"Si te das cuenta de que estás matriculado en un curso de manera incorrecta, por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para que puedan revisar tu caso y ayudarte a resolver la situación.

Pregunta: ¿Cómo puedo realizar solicitudes a la oficina de Asuntos Estudiantiles de Pregrado?","Pregunta: ¿Qué debo hacer si me doy cuenta de que estoy matriculado en un curso de manera incorrecta?
Respuesta: Si te das cuenta de que estás matriculado en un curso de manera incorrecta, por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para que puedan revisar tu caso y ayudarte a resolver la situación.

Pregunta: ¿Cómo puedo realizar solicitudes a la oficina de Asuntos Estudiantiles de Pregrado?"
"Si no tengo un contrato firmado, ¿qué tipo de soporte debería aportar para que me permitan la validación en la cancelación de materia y quedar con menos de 8 créditos?",Debes contactar con la Oficina de Asuntos Estudiantiles de Pregrado para discutir tus opciones y determinar el tipo de soporte necesario para tu caso específico.,"Pregunta: Si no tengo un contrato firmado, ¿qué tipo de soporte debería aportar para que me permitan la validación en la cancelación de materia y quedar con menos de 8 créditos?
Respuesta: Debes contactar con la Oficina de Asuntos Estudiantiles de Pregrado para discutir tus opciones y determinar el tipo de soporte necesario para tu caso específico."
No puedo introducir texto en el campo de descripción y justificación en la plataforma SSOFI. ¿Cómo puedo resolver este inconveniente o con qué área debo comunicarme para soporte?,"Si tienes problemas con la plataforma SSOFI, te recomendamos contactar con el área correspondiente para obtener asistencia y solución a tu inconveniente.","Pregunta: No puedo introducir texto en el campo de descripción y justificación en la plataforma SSOFI. ¿Cómo puedo resolver este inconveniente o con qué área debo comunicarme para soporte?
Respuesta: Si tienes problemas con la plataforma SSOFI, te recomendamos contactar con el área correspondiente para obtener asistencia y solución a tu inconveniente."
¿Cómo puedo hacer para que una asignatura electiva de 3 créditos se me apruebe como si fuera de 4 créditos?,"Para resolver este asunto, es recomendable contactar a la Coordinadora del programa de Ingeniería Sanitaria y solicitar la respectiva asesoría.","Pregunta: ¿Cómo puedo hacer para que una asignatura electiva de 3 créditos se me apruebe como si fuera de 4 créditos?
Respuesta: Para resolver este asunto, es recomendable contactar a la Coordinadora del programa de Ingeniería Sanitaria y solicitar la respectiva asesoría."
Necesito saber si puedo obtener una respuesta a un caso específico en la plataforma SSOFI.,"Por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para revisar tu caso específico.

Pregunta: Ninguna","Pregunta: Necesito saber si puedo obtener una respuesta a un caso específico en la plataforma SSOFI.
Respuesta: Por favor escribe a asuntosestudiantilesingenieria@udea.edu.co para revisar tu caso específico.

Pregunta: Ninguna"
¿Qué debo hacer si la matrícula se rechaza debido a un pendiente en cartera?,"Si la matrícula se rechaza debido a un pendiente en cartera, te recomendamos contactar con la Cartera para resolver la situación y poder matricularte.","Pregunta: ¿Qué debo hacer si la matrícula se rechaza debido a un pendiente en cartera?
Respuesta: Si la matrícula se rechaza debido a un pendiente en cartera, te recomendamos contactar con la Cartera para resolver la situación y poder matricularte."
